week,variant,period_s,value
synthetic_fixed,4h,97.29729729729729,17.38769208678371
synthetic_fixed,4h,96.64429530201342,20.26873796443654
synthetic_fixed,4h,96.0,17.155418006317763
synthetic_fixed,4h,95.36423841059603,19.79310611632464
synthetic_fixed,4h,94.73684210526315,16.92927427570384
synthetic_fixed,4h,94.11764705882352,19.352802527233774
synthetic_fixed,4h,93.50649350649351,16.70902127815206
synthetic_fixed,4h,92.90322580645162,18.94259477237477
synthetic_fixed,4h,92.3076923076923,16.494431730176053
synthetic_fixed,4h,91.71974522292993,18.55834070800693
synthetic_fixed,4h,91.13924050632912,16.285289897897552
synthetic_fixed,4h,90.56603773584905,18.196711412405243
synthetic_fixed,4h,90.0,16.081390872302602
synthetic_fixed,4h,89.44099378881988,17.854995035593607
synthetic_fixed,4h,88.88888888888889,15.88253989845843
synthetic_fixed,4h,88.34355828220859,17.530955230096733
synthetic_fixed,4h,87.80487804878048,15.688551753815338
synthetic_fixed,4h,87.27272727272728,17.222727195307638
synthetic_fixed,4h,86.74698795180723,15.499250171906784
synthetic_fixed,4h,86.22754491017965,16.928740143038535
synthetic_fixed,4h,85.71428571428571,15.314467307182968
synthetic_fixed,4h,85.20710059171599,16.64765864473796
synthetic_fixed,4h,84.70588235294117,15.134043237968097
synthetic_fixed,4h,84.21052631578948,16.37833768599721
synthetic_fixed,4h,83.72093023255813,14.95782550398951
synthetic_fixed,4h,83.23699421965318,16.119787814818523
synthetic_fixed,4h,82.75862068965517,14.78566867612181
synthetic_fixed,4h,82.28571428571428,15.871147821691265
synthetic_fixed,4h,81.81818181818181,14.617433955681172
synthetic_fixed,4h,81.35593220338984,15.631663104640321
synthetic_fixed,4h,80.89887640449439,14.452988800390026
synthetic_fixed,4h,80.44692737430168,15.400668379269995
synthetic_fixed,4h,80.0,14.29220657585853
synthetic_fixed,4h,79.55801104972376,15.177573737397429
synthetic_fixed,4h,79.12087912087912,14.134966229857005
synthetic_fixed,4h,78.68852459016394,14.961853315863685
synthetic_fixed,4h,78.26086956521739,13.981151987963342
synthetic_fixed,4h,77.83783783783784,14.75303601625456
synthetic_fixed,4h,77.41935483870968,13.830653068986182
synthetic_fixed,4h,77.00534759358288,14.550697850073528
synthetic_fixed,4h,76.59574468085106,13.683363418480745
synthetic_fixed,4h,76.19047619047619,14.354455582060462
synthetic_fixed,4h,75.78947368421052,13.539181459243965
synthetic_fixed,4h,75.39267015706805,14.163961418510512
synthetic_fixed,4h,75.0,13.39800985752581
synthetic_fixed,4h,74.61139896373058,13.978898541741888
synthetic_fixed,4h,74.22680412371135,13.259755303521358
synthetic_fixed,4h,73.84615384615384,13.798977335136412
synthetic_fixed,4h,73.46938775510205,13.124328305602475
synthetic_fixed,4h,73.09644670050761,13.623932174513092
synthetic_fixed,4h,72.72727272727273,12.9916429967162
synthetic_fixed,4h,72.36180904522612,13.45351868736697
synthetic_fixed,4h,72.0,12.861616953203974
synthetic_fixed,4h,71.64179104477613,13.287511399697244
synthetic_fixed,4h,71.2871287128713,12.734171023111605
synthetic_fixed,4h,70.935960591133,13.12570170765284
synthetic_fixed,4h,70.58823529411765,12.609229166002187
synthetic_fixed,4h,70.2439024390244,12.967896119922173
synthetic_fixed,4h,69.90291262135922,12.486718301199797
synthetic_fixed,4h,69.56521739130434,12.81391472951524
synthetic_fixed,4h,69.23076923076924,12.366568165262047
synthetic_fixed,4h,68.89952153110048,12.663589879212159
synthetic_fixed,4h,68.57142857142857,12.248711177414831
synthetic_fixed,4h,68.24644549763033,12.516764991685918
synthetic_fixed,4h,67.9245283018868,12.133082312726733
synthetic_fixed,4h,67.6056338028169,12.373293540351204
synthetic_fixed,4h,67.28971962616822,12.01961898238463
synthetic_fixed,4h,66.9767441860465,12.233038140910551
synthetic_fixed,4h,66.66666666666667,11.908260920683945
synthetic_fixed,4h,66.3594470046083,12.095869746423215
synthetic_fixed,4h,66.05504587155963,11.79895007804795
synthetic_fixed,4h,65.75342465753424,11.96166693226896
synthetic_fixed,4h,65.45454545454545,11.69163052027312
synthetic_fixed,4h,65.15837104072398,11.830315258480926
synthetic_fixed,4h,64.86486486486487,11.586248332891396
synthetic_fixed,4h,64.57399103139014,11.70170670000682
synthetic_fixed,4h,64.28571428571429,11.482751530803476
synthetic_fixed,4h,64.0,11.575739135566495
synthetic_fixed,4h,63.716814159292035,11.38108997283444
synthetic_fixed,4h,63.43612334801762,11.452315888347316
synthetic_fixed,4h,63.1578947368421,11.281215280432606
synthetic_fixed,4h,62.882096069869,11.33134531172069
synthetic_fixed,4h,62.60869565217392,11.183080761182552
synthetic_fixed,4h,62.337662337662344,11.212740415177642
synthetic_fixed,4h,62.06896551724138,11.086641335678665
synthetic_fixed,4h,61.802575107296136,11.096418525154512
synthetic_fixed,4h,61.53846153846153,10.99185346871896
synthetic_fixed,4h,61.27659574468085,10.982300977116768
synthetic_fixed,4h,61.01694915254237,10.898675103491147
synthetic_fixed,4h,60.75949367088608,10.870312835381966
synthetic_fixed,4h,60.504201680672274,10.807065599504629
synthetic_fixed,4h,60.25104602510461,10.774599231949692
synthetic_fixed,4h,60.0,10.716985673344357
synthetic_fixed,4h,59.75103734439834,10.685447258888084
synthetic_fixed,4h,59.50413223140496,10.628397342558959
synthetic_fixed,4h,59.25925925925925,10.608243714409742
synthetic_fixed,4h,59.01639344262295,10.541263872184727
synthetic_fixed,4h,58.77551020408164,10.539796357256874
synthetic_fixed,4h,58.53658536585366,10.455549724011753
synthetic_fixed,4h,58.29959514170041,10.47234478894103
synthetic_fixed,4h,58.064516129032256,10.371220507970223
synthetic_fixed,4h,57.83132530120482,10.405878767719587
synthetic_fixed,4h,57.599999999999994,10.288242936720373
synthetic_fixed,4h,57.37051792828685,10.34038787694904
synthetic_fixed,4h,57.14285714285714,10.20658478108619
synthetic_fixed,4h,56.916996047430835,10.275861583154118
synthetic_fixed,4h,56.69291338582678,10.12621482876955
synthetic_fixed,4h,56.470588235294116,10.212289286422667
synthetic_fixed,4h,56.25,10.047102844419223
synthetic_fixed,4h,56.03112840466926,10.149660365617873
synthetic_fixed,4h,55.81395348837209,9.969219531742421
synthetic_fixed,4h,55.598455598455594,10.087964218527793
synthetic_fixed,4h,55.38461538461539,9.892536497286406
synthetic_fixed,4h,55.17241379310345,10.027190297745863
synthetic_fixed,4h,54.961832061068705,9.817026215932152
synthetic_fixed,4h,54.752851711026615,9.967328142625707
synthetic_fixed,4h,54.54545454545455,9.742661997858184
synthetic_fixed,4h,54.33962264150943,9.908367407979524
synthetic_fixed,4h,54.13533834586466,9.669417957437409
synthetic_fixed,4h,53.93258426966292,9.850297889506697
synthetic_fixed,4h,53.73134328358209,9.59726898255763
synthetic_fixed,4h,53.531598513011154,9.79310954717383
synthetic_fixed,4h,53.333333333333336,9.526190706492654
synthetic_fixed,4h,53.13653136531365,9.73679252584844
synthetic_fixed,4h,52.94117647058823,9.45615948020325
synthetic_fixed,4h,52.747252747252745,9.68133717415312
synthetic_fixed,4h,52.55474452554744,9.387152346127879
synthetic_fixed,4h,52.36363636363636,9.626734061610952
synthetic_fixed,4h,52.173913043478265,9.319147013106983
synthetic_fixed,4h,51.985559566787,9.572973994362984
synthetic_fixed,4h,51.79856115107914,9.252121832297608
synthetic_fixed,4h,51.612903225806456,9.520048029341838
synthetic_fixed,4h,51.42857142857143,9.186055774499266
synthetic_fixed,4h,51.245551601423486,9.467947487962876
synthetic_fixed,4h,51.06382978723404,9.120928407543165
synthetic_fixed,4h,50.88339222614841,9.4166639683969
synthetic_fixed,4h,50.70422535211268,9.056719875930275
synthetic_fixed,4h,50.526315789473685,9.366189357176248
synthetic_fixed,4h,50.349650349650354,8.993410880151735
synthetic_fixed,4h,50.174216027874564,9.316515840557983
synthetic_fixed,4h,50.0,8.930982657569018
synthetic_fixed,4h,49.82698961937716,9.267635915108386
synthetic_fixed,4h,49.6551724137931,8.869416963830236
synthetic_fixed,4h,49.48453608247423,9.219542398163208
synthetic_fixed,4h,49.31506849315069,8.808696055025228
synthetic_fixed,4h,49.14675767918089,9.172228438053635
synthetic_fixed,4h,48.97959183673469,8.748802670786672
synthetic_fixed,4h,48.813559322033896,9.125687524133557
synthetic_fixed,4h,48.648648648648646,8.689720017805444
synthetic_fixed,4h,48.484848484848484,9.079913497154239
synthetic_fixed,4h,48.32214765100671,8.631431754135141
synthetic_fixed,4h,48.16053511705686,9.034900559405008
synthetic_fixed,4h,48.0,8.573921974242225
synthetic_fixed,4h,47.840531561461795,8.99064328537995
synthetic_fixed,4h,47.682119205298015,8.517175194404935
synthetic_fixed,4h,47.524752475247524,8.947136632633145
synthetic_fixed,4h,47.368421052631575,8.461176338892189
synthetic_fixed,4h,47.213114754098356,8.90437595317766
synthetic_fixed,4h,47.05882352941176,8.405910726571355
synthetic_fixed,4h,46.905537459283394,8.862357005424032
synthetic_fixed,4h,46.753246753246756,8.351364058138135
synthetic_fixed,4h,46.601941747572816,8.82107596666965
synthetic_fixed,4h,46.45161290322581,8.297522403701645
synthetic_fixed,4h,46.30225080385852,8.780529446495791
synthetic_fixed,4h,46.15384615384615,8.244372191022425
synthetic_fixed,4h,46.00638977635783,8.74071450100159
synthetic_fixed,4h,45.859872611464965,8.191900193996528
synthetic_fixed,4h,45.714285714285715,8.701628647929322
synthetic_fixed,4h,45.56962025316456,8.140093521799576
synthetic_fixed,4h,45.42586750788644,8.663269883008994
synthetic_fixed,4h,45.283018867924525,8.088939608250138
synthetic_fixed,4h,45.141065830721004,8.62563669751365
synthetic_fixed,4h,45.0,8.038426201697431
synthetic_fixed,4h,44.85981308411215,8.58872809718851
synthetic_fixed,4h,44.72049689440994,7.9885413551995255
synthetic_fixed,4h,44.582043343653254,8.552543622690301
synthetic_fixed,4h,44.44444444444444,7.939273417180352
synthetic_fixed,4h,44.30769230769231,8.517083371709337
synthetic_fixed,4h,44.171779141104295,7.890611022237464
synthetic_fixed,4h,44.03669724770642,8.482348023061428
synthetic_fixed,4h,43.90243902439024,7.842543082540411
synthetic_fixed,4h,43.76899696048632,8.448338862642292
synthetic_fixed,4h,43.63636363636364,7.7950587793077615
synthetic_fixed,4h,43.50453172205438,8.415057811752265
synthetic_fixed,4h,43.373493975903614,7.748147554786822
synthetic_fixed,4h,43.24324324324324,8.382507457961605
synthetic_fixed,4h,43.11377245508982,7.701799104304877
synthetic_fixed,4h,42.98507462686567,8.350691088599424
synthetic_fixed,4h,42.857142857142854,7.656003368831473
synthetic_fixed,4h,42.72997032640949,8.31961272727842
synthetic_fixed,4h,42.60355029585799,7.610750527700392
synthetic_fixed,4h,42.47787610619469,8.289277173758094
synthetic_fixed,4h,42.35294117647059,7.566030991493379
synthetic_fixed,4h,42.22873900293255,8.259690047613006
synthetic_fixed,4h,42.10526315789474,7.521835395430537
synthetic_fixed,4h,41.98250728862973,8.230857835435266
synthetic_fixed,4h,41.860465116279066,7.478154592660637
synthetic_fixed,4h,41.73913043478261,8.202787943522221
synthetic_fixed,4h,41.61849710982659,7.4349796479957915
synthetic_fixed,4h,41.4985590778098,8.175488753944805
synthetic_fixed,4h,41.37931034482759,7.392301831996919
synthetic_fixed,4h,41.260744985673355,8.148969687753043
synthetic_fixed,4h,41.14285714285714,7.350112614850905
synthetic_fixed,4h,41.02564102564102,8.123241273044991
synthetic_fixed,4h,40.90909090909091,7.308403660851217
synthetic_fixed,4h,40.79320113314448,8.098315220317183
synthetic_fixed,4h,40.67796610169492,7.267166822786433
synthetic_fixed,4h,40.563380281690144,8.074204505067211
synthetic_fixed,4h,40.449438202247194,7.226394136802049
synthetic_fixed,4h,40.33613445378151,8.05092345892229
synthetic_fixed,4h,40.22346368715084,7.186077817119505
synthetic_fixed,4h,40.11142061281337,8.028487869606044
synthetic_fixed,4h,40.0,7.146210251090283
synthetic_fixed,4h,39.88919667590028,8.006915092170106
synthetic_fixed,4h,39.77900552486188,7.106783994558066
synthetic_fixed,4h,39.66942148760331,7.98622417080651
synthetic_fixed,4h,39.56043956043956,7.0677917670722445
synthetic_fixed,4h,39.45205479452055,7.966435974332624
synthetic_fixed,4h,39.34426229508197,7.0292264474940955
synthetic_fixed,4h,39.237057220708444,7.947573346194407
synthetic_fixed,4h,39.130434782608695,6.991081069623707
synthetic_fixed,4h,39.02439024390244,7.929661270823447
synthetic_fixed,4h,38.91891891891892,6.953348818006457
synthetic_fixed,4h,38.81401617250674,7.912727058723559
synthetic_fixed,4h,38.70967741935484,6.9160230238983775
synthetic_fixed,4h,38.605898123324394,7.896800552554949
synthetic_fixed,4h,38.50267379679144,6.879097161334645
synthetic_fixed,4h,38.4,7.881914356959042
synthetic_fixed,4h,38.29787234042553,6.84256484333008
synthetic_fixed,4h,38.19628647214854,7.868104095491829
synthetic_fixed,4h,38.095238095238095,6.806419818194595
synthetic_fixed,4h,37.99472295514512,7.8554086984112645
synthetic_fixed,4h,37.89473684210526,6.770655965950423
synthetic_fixed,4h,37.79527559055118,7.843870725510868
synthetic_fixed,4h,37.69633507853403,6.735267294910271
synthetic_fixed,4h,37.59791122715404,7.833536729222454
synthetic_fixed,4h,37.5,6.700247938342183
synthetic_fixed,4h,37.40259740259741,7.824457663974618
synthetic_fixed,4h,37.30569948186529,6.665592151158317
synthetic_fixed,4h,37.2093023255814,7.81668934821376
synthetic_fixed,4h,37.11340206185567,6.6312943068590915
synthetic_fixed,4h,37.01799485861182,7.81029298824735
synthetic_fixed,4h,36.92307692307692,6.597348894461502
synthetic_fixed,4h,36.828644501278774,7.8053357725999755
synthetic_fixed,4h,36.734693877551024,6.563750515549825
synthetic_fixed,4h,36.641221374045806,7.801891548539034
synthetic_fixed,4h,36.54822335025381,6.530493881399121
synthetic_fixed,4h,36.45569620253165,7.800041594691686
synthetic_fixed,4h,36.36363636363637,6.497573810229876
synthetic_fixed,4h,36.272040302267,7.799875505407998
synthetic_fixed,4h,36.18090452261306,6.4649852244625565
synthetic_fixed,4h,36.090225563909776,7.801492206575586
synthetic_fixed,4h,36.0,6.432723148211126
synthetic_fixed,4h,35.910224438902745,7.805001125799834
synthetic_fixed,4h,35.820895522388064,6.400782704669952
synthetic_fixed,4h,35.732009925558316,7.8105235454048145
synthetic_fixed,4h,35.64356435643565,6.3691591136294194
synthetic_fixed,4h,35.55555555555556,7.818194172146882
synthetic_fixed,4h,35.4679802955665,6.337847689265128
synthetic_fixed,4h,35.38083538083538,7.828162965215336
synthetic_fixed,4h,35.294117647058826,6.306843837591061
synthetic_fixed,4h,35.2078239608802,7.840597273406126
synthetic_fixed,4h,35.1219512195122,6.276143054366112
synthetic_fixed,4h,35.03649635036496,7.855684344414277
synthetic_fixed,4h,34.95145631067961,6.245740922893725
synthetic_fixed,4h,34.86682808716707,7.873634283648388
synthetic_fixed,4h,34.78260869565217,6.21563311189266
synthetic_fixed,4h,34.69879518072289,7.894683559683322
synthetic_fixed,4h,34.61538461538462,6.185815373402277
synthetic_fixed,4h,34.53237410071942,7.919099177684781
synthetic_fixed,4h,34.44976076555024,6.1562835408626695
synthetic_fixed,4h,34.36754176610979,7.947183674030508
synthetic_fixed,4h,34.285714285714285,6.127033527177105
synthetic_fixed,4h,34.204275534441805,7.979281127256777
synthetic_fixed,4h,34.12322274881517,6.098061322599609
synthetic_fixed,4h,34.04255319148936,8.015784434506843
synthetic_fixed,4h,33.9622641509434,6.069362993377126
synthetic_fixed,4h,33.88235294117647,8.05714417607588
synthetic_fixed,4h,33.80281690140845,6.0409346794610865
synthetic_fixed,4h,33.723653395784545,8.103879487184114
synthetic_fixed,4h,33.64485981308411,6.012772593114286
synthetic_fixed,4h,33.56643356643357,8.156591488165096
synthetic_fixed,4h,33.48837209302325,5.98487301706562
synthetic_fixed,4h,33.41067285382831,8.215980003982278
synthetic_fixed,4h,33.333333333333336,5.957232303002715
synthetic_fixed,4h,33.25635103926097,8.282864552819888
synthetic_fixed,4h,33.17972350230415,5.9298468698021285
synthetic_fixed,4h,33.10344827586207,8.358210932005209
synthetic_fixed,4h,33.027522935779814,5.902713202257605
synthetic_fixed,4h,32.951945080091534,8.443165223496061
synthetic_fixed,4h,32.87671232876712,5.875827849205147
synthetic_fixed,4h,32.80182232346242,8.539097752570564
synthetic_fixed,4h,32.72727272727273,5.849187422477056
synthetic_fixed,4h,32.6530612244898,8.647660572781755
synthetic_fixed,4h,32.57918552036199,5.822788595116317
synthetic_fixed,4h,32.50564334085779,8.770863594506675
synthetic_fixed,4h,32.432432432432435,5.796628100274847
synthetic_fixed,4h,32.359550561797754,8.911176815546494
synthetic_fixed,4h,32.28699551569507,5.770702729645995
synthetic_fixed,4h,32.214765100671144,9.07166972679292
synthetic_fixed,4h,32.142857142857146,5.74500933233177
synthetic_fixed,4h,32.071269487750556,9.256204681392711
synthetic_fixed,4h,32.0,5.719544813430365
synthetic_fixed,4h,31.92904656319291,9.46971027982676
synthetic_fixed,4h,31.858407079646017,5.694306132881965
synthetic_fixed,4h,31.788079470198678,9.718576258848799
synthetic_fixed,4h,31.71806167400881,5.669290304199217
synthetic_fixed,4h,31.64835164835165,10.011237928697675
synthetic_fixed,4h,31.57894736842105,5.64449439339274
synthetic_fixed,4h,31.50984682713348,10.359065533660678
synthetic_fixed,4h,31.4410480349345,5.619915517721166
synthetic_fixed,4h,31.372549019607842,10.777761819510518
synthetic_fixed,4h,31.30434782608696,5.595550844559248
synthetic_fixed,4h,31.23644251626898,11.289642275641594
synthetic_fixed,4h,31.168831168831172,5.571397590448599
synthetic_fixed,4h,31.101511879049674,11.927524960463273
synthetic_fixed,4h,31.03448275862069,5.5474530198016305
synthetic_fixed,4h,30.96774193548387,12.741732187334186
synthetic_fixed,4h,30.901287553648068,5.523714444402546
synthetic_fixed,4h,30.835117773019274,13.81355530698529
synthetic_fixed,4h,30.769230769230766,5.500179221499382
synthetic_fixed,4h,30.703624733475483,15.283408342802907
synthetic_fixed,4h,30.638297872340424,5.476844753704095
synthetic_fixed,4h,30.573248407643312,17.416519808708433
synthetic_fixed,4h,30.508474576271183,5.453708487590926
synthetic_fixed,4h,30.443974630021142,20.78123907248976
synthetic_fixed,4h,30.37974683544304,5.430767912804984
synthetic_fixed,4h,30.31578947368421,26.855277993256244
synthetic_fixed,4h,30.252100840336137,5.408020561279798
synthetic_fixed,4h,30.188679245283016,41.05691911087398
synthetic_fixed,4h,30.125523012552303,5.385464006258984
synthetic_fixed,4h,30.062630480167012,112.15072211730563
synthetic_fixed,4h,30.0,7048.296543525868
synthetic_fixed,4h,29.93762993762994,111.91546639446634
synthetic_fixed,4h,29.87551867219917,5.340913780185873
synthetic_fixed,4h,29.813664596273295,40.77717411815134
synthetic_fixed,4h,29.75206611570248,5.318915454595449
synthetic_fixed,4h,29.690721649484537,26.531068252035166
synthetic_fixed,4h,29.629629629629626,5.297098614881057
synthetic_fixed,4h,29.568788501026695,20.41258448246331
synthetic_fixed,4h,29.508196721311474,5.275461028424272
synthetic_fixed,4h,29.447852760736197,17.00343565855025
synthetic_fixed,4h,29.38775510204082,5.2540004990972475
synthetic_fixed,4h,29.327902240325866,14.825905319303466
synthetic_fixed,4h,29.26829268292683,5.232714866517279
synthetic_fixed,4h,29.208924949290058,13.311639502560046
synthetic_fixed,4h,29.149797570850204,5.211602005293033
synthetic_fixed,4h,29.09090909090909,12.1954051060161
synthetic_fixed,4h,29.032258064516128,5.1906598242726
synthetic_fixed,4h,28.973843058350102,11.336783522349908
synthetic_fixed,4h,28.91566265060241,5.169886266094515
synthetic_fixed,4h,28.857715430861724,10.654478819716356
synthetic_fixed,4h,28.799999999999997,5.149279306107766
synthetic_fixed,4h,28.742514970059883,10.098164104965763
synthetic_fixed,4h,28.685258964143426,5.128836952107207
synthetic_fixed,4h,28.628230616302186,9.635016739760394
synthetic_fixed,4h,28.57142857142857,5.108557243455823
synthetic_fixed,4h,28.514851485148515,9.242716653078624
